Length	GC
ENSGALG00000006811	3116	0.470795892169448
ENSGALG00000006812	779	0.684210526315789
ENSGALG00000006817	3512	0.505125284738041
ENSGALG00000006818	10937	0.476638932065466
ENSGALG00000006819	5874	0.463398025195778
ENSGALG00000006821	1170	0.58974358974359
ENSGALG00000006822	3244	0.600493218249075
ENSGALG00000006824	4314	0.567686601761706
ENSGALG00000006826	1770	0.532768361581921
ENSGALG00000006827	497	0.458752515090543
ENSGALG00000006829	12168	0.436965811965812
ENSGALG00000006830	1937	0.413526071244192
ENSGALG00000006832	2389	0.65717873587275
ENSGALG00000006833	3092	0.454075032341527
ENSGALG00000006834	1292	0.452012383900929
ENSGALG00000006835	729	0.59122085048011
ENSGALG00000006836	1531	0.682560418027433
ENSGALG00000006837	2005	0.428428927680798
ENSGALG00000006838	2208	0.464221014492754
ENSGALG00000006839	2621	0.47806180847005
ENSGALG00000006840	3234	0.481447124304267
ENSGALG00000006841	493	0.531440162271805
ENSGALG00000006842	3586	0.650306748466258
ENSGALG00000006843	516	0.60077519379845
ENSGALG00000006845	2391	0.509410288582183
ENSGALG00000006848	4800	0.596041666666667
ENSGALG00000006851	4140	0.420531400966184
ENSGALG00000006853	2394	0.625730994152047
ENSGALG00000006854	843	0.693950177935943
ENSGALG00000006855	3509	0.487888287261328
ENSGALG00000006856	3188	0.475846925972396
ENSGALG00000006857	7201	0.599500069434801
ENSGALG00000006859	7343	0.457170093967043
ENSGALG00000006860	5157	0.430095016482451
ENSGALG00000006861	1128	0.444148936170213
ENSGALG00000006862	600	0.51
ENSGALG00000006863	2325	0.637849462365591
ENSGALG00000006864	5054	0.522754254056193
ENSGALG00000006865	3861	0.393162393162393
ENSGALG00000006867	2687	0.542984741347227
ENSGALG00000006868	1345	0.517472118959108
ENSGALG00000006871	6288	0.477258269720102
ENSGALG00000006872	4125	0.429090909090909
ENSGALG00000006873	1489	0.625923438549362
ENSGALG00000006876	1997	0.587381071607411
ENSGALG00000006877	3715	0.39650067294751
ENSGALG00000006879	2906	0.550584996558844
ENSGALG00000006880	3599	0.588774659627674
ENSGALG00000006882	1756	0.613325740318907
ENSGALG00000006883	2060	0.671359223300971
ENSGALG00000006884	3305	0.398487140695915
ENSGALG00000006885	916	0.54585152838428
ENSGALG00000006886	1827	0.534756431308155
ENSGALG00000006887	1589	0.491504090623033
ENSGALG00000006889	2668	0.472263868065967
ENSGALG00000006891	3440	0.485755813953488
ENSGALG00000006894	1512	0.580026455026455
ENSGALG00000006895	3567	0.617886178861789
ENSGALG00000006897	2606	0.589792785878741
ENSGALG00000006898	3108	0.485199485199485
ENSGALG00000006899	399	0.581453634085213
ENSGALG00000006900	1922	0.63267429760666
ENSGALG00000006901	4356	0.672176308539945
ENSGALG00000006902	4599	0.588171341595999
ENSGALG00000006903	1638	0.536019536019536
ENSGALG00000006904	2090	0.510526315789474
ENSGALG00000006906	3902	0.37801127626858
ENSGALG00000006907	1290	0.677519379844961
ENSGALG00000006908	2731	0.446722812156719
ENSGALG00000006910	1006	0.569582504970179
ENSGALG00000006911	2457	0.40984940984941
ENSGALG00000006912	2316	0.499568221070812
ENSGALG00000006915	5236	0.576012223071047
ENSGALG00000006916	1009	0.496531219028741
ENSGALG00000006917	2843	0.464650017587056
ENSGALG00000006919	1803	0.512479201331115
ENSGALG00000006921	1263	0.491686460807601
ENSGALG00000006922	2126	0.605832549388523
ENSGALG00000006925	3821	0.417953415336299
ENSGALG00000006926	693	0.627705627705628
ENSGALG00000006928	1627	0.587584511370621
ENSGALG00000006929	2701	0.417623102554609
ENSGALG00000006930	3645	0.637860082304527
ENSGALG00000006933	504	0.476190476190476
ENSGALG00000006934	2650	0.546037735849057
ENSGALG00000006935	7205	0.402220680083275
ENSGALG00000006936	3045	0.639408866995074
ENSGALG00000006937	1117	0.585496866606983
ENSGALG00000006938	7030	0.557894736842105
ENSGALG00000006939	3339	0.451931716082659
ENSGALG00000006941	672	0.598214285714286
ENSGALG00000006942	2373	0.548251158870628
ENSGALG00000006944	2073	0.570188133140376
ENSGALG00000006947	2444	0.480360065466448
ENSGALG00000006949	4213	0.483028720626632
ENSGALG00000006950	3796	0.500790305584826
ENSGALG00000006951	793	0.520807061790668
ENSGALG00000006955	1178	0.459252971137521
ENSGALG00000006956	5477	0.485667336132919
ENSGALG00000006957	3416	0.414812646370023
ENSGALG00000006958	6071	0.578158458244111
ENSGALG00000006960	2577	0.475358944509119
ENSGALG00000006963	852	0.623239436619718
ENSGALG00000006964	1979	0.494188984335523
ENSGALG00000006965	594	0.569023569023569
ENSGALG00000006966	4563	0.374753451676529
ENSGALG00000006968	2448	0.561274509803922
ENSGALG00000006969	4090	0.503422982885086
ENSGALG00000006971	6242	0.406280038449215
ENSGALG00000006973	2723	0.438486962908557
ENSGALG00000006974	2524	0.508716323296355
ENSGALG00000006975	4819	0.380369371238846
ENSGALG00000006976	1550	0.510322580645161
ENSGALG00000006978	1178	0.415959252971138
ENSGALG00000006979	2364	0.442047377326565
ENSGALG00000006981	6043	0.445805063710078
ENSGALG00000006982	2351	0.4857507443641
ENSGALG00000006983	2545	0.402750491159136
ENSGALG00000006986	736	0.543478260869565
ENSGALG00000006987	703	0.486486486486487
ENSGALG00000006988	15880	0.509319899244333
ENSGALG00000006989	1288	0.377329192546584
ENSGALG00000006992	2451	0.628314973480212
ENSGALG00000006995	954	0.558700209643606
ENSGALG00000006997	2583	0.54045683313976
ENSGALG00000006998	4978	0.462032944957814
ENSGALG00000007000	1376	0.556686046511628
ENSGALG00000007001	3534	0.44538766270515
ENSGALG00000007003	1344	0.463541666666667
ENSGALG00000007004	2536	0.578864353312303
ENSGALG00000007005	2191	0.417161113646737
ENSGALG00000007007	6449	0.420065126376182
ENSGALG00000007008	3343	0.478312892611427
ENSGALG00000007009	2172	0.537292817679558
ENSGALG00000007011	5866	0.54091374019775
ENSGALG00000007012	4426	0.432444645277903
ENSGALG00000007014	1977	0.624683864441072
ENSGALG00000007015	920	0.623913043478261
ENSGALG00000007016	1238	0.42891760904685
ENSGALG00000007017	1287	0.526029526029526
ENSGALG00000007018	1767	0.650254668930391
ENSGALG00000007021	13081	0.436205183089978
ENSGALG00000007022	1291	0.39426800929512
ENSGALG00000007023	1693	0.476077968103957
ENSGALG00000007024	1041	0.506243996157541
ENSGALG00000007025	4185	0.362246117084827
ENSGALG00000007027	1650	0.642424242424242
ENSGALG00000007028	3721	0.413598495028218
ENSGALG00000007030	1395	0.412186379928315
ENSGALG00000007032	786	0.488549618320611
ENSGALG00000007035	492	0.449186991869919
ENSGALG00000007036	3102	0.424887169568021
ENSGALG00000007037	4413	0.403353727622932
ENSGALG00000007038	4438	0.596665164488508
ENSGALG00000007039	4573	0.483490050295211
ENSGALG00000007040	6056	0.455911492734478
ENSGALG00000007041	2633	0.420812761109001
ENSGALG00000007042	3226	0.499380037197768
ENSGALG00000007043	2406	0.525768911055694
ENSGALG00000007044	1172	0.437713310580205
ENSGALG00000007045	3783	0.432461009780597
ENSGALG00000007046	2040	0.551960784313726
ENSGALG00000007047	1686	0.448398576512456
ENSGALG00000007048	5012	0.45830007980846
ENSGALG00000007050	1947	0.51617873651772
ENSGALG00000007052	1533	0.432485322896282
ENSGALG00000007053	1089	0.715335169880624
ENSGALG00000007054	4145	0.551749095295537
ENSGALG00000007055	3230	0.405572755417957
ENSGALG00000007056	3163	0.402149857730003
ENSGALG00000007057	2587	0.463084654039428
ENSGALG00000007058	2343	0.512163892445583
ENSGALG00000007059	1247	0.408981555733761
ENSGALG00000007063	1430	0.674825174825175
ENSGALG00000007065	1640	0.477439024390244
ENSGALG00000007069	4001	0.489127718070482
ENSGALG00000007070	3952	0.420546558704453
ENSGALG00000007072	2345	0.512153518123667
ENSGALG00000007075	3846	0.414196567862715
ENSGALG00000007076	4285	0.391831971995333
ENSGALG00000007077	6188	0.418228829993536
ENSGALG00000007078	1663	0.489476849067949
ENSGALG00000007079	4902	0.555487556099551
ENSGALG00000007080	2994	0.543420173680695
ENSGALG00000007082	2450	0.401224489795918
ENSGALG00000007084	1341	0.554809843400447
ENSGALG00000007089	1933	0.414899120538024
ENSGALG00000007090	1822	0.605927552140505
ENSGALG00000007092	918	0.571895424836601
ENSGALG00000007093	2192	0.60036496350365
ENSGALG00000007095	9863	0.367129676568995
ENSGALG00000007096	1158	0.508635578583765
ENSGALG00000007097	2356	0.410016977928693
ENSGALG00000007098	6174	0.414318108195659
ENSGALG00000007099	612	0.468954248366013
ENSGALG00000007100	5766	0.42542490461325
ENSGALG00000007101	1454	0.548143053645117
ENSGALG00000007102	1679	0.509827278141751
ENSGALG00000007103	1897	0.488666315234581
ENSGALG00000007104	1692	0.67080378250591
ENSGALG00000007106	13517	0.58134201376045
ENSGALG00000007107	596	0.447986577181208
ENSGALG00000007109	1199	0.67139282735613
ENSGALG00000007110	747	0.593038821954485
ENSGALG00000007111	1590	0.426415094339623
ENSGALG00000007112	2678	0.383495145631068
ENSGALG00000007113	6925	0.508592057761733
ENSGALG00000007114	996	0.626506024096386
ENSGALG00000007115	1672	0.533492822966507
ENSGALG00000007116	1604	0.567331670822943
ENSGALG00000007118	2384	0.54739932885906
ENSGALG00000007119	2619	0.428407789232531
ENSGALG00000007121	1048	0.479007633587786
ENSGALG00000007123	900	0.42
ENSGALG00000007124	1214	0.535420098846787
ENSGALG00000007125	4513	0.464657655661423
ENSGALG00000007126	7516	0.440393826503459
ENSGALG00000007127	3176	0.466624685138539
ENSGALG00000007128	3101	0.385682038052241
ENSGALG00000007129	4208	0.435836501901141
ENSGALG00000007130	662	0.462235649546828
ENSGALG00000007131	1240	0.448387096774194
ENSGALG00000007132	2104	0.51425855513308
ENSGALG00000007133	375	0.693333333333333
ENSGALG00000007135	723	0.506224066390041
ENSGALG00000007138	1037	0.510125361620058
ENSGALG00000007139	519	0.527938342967245
ENSGALG00000007140	3812	0.444123819517314
ENSGALG00000007141	6136	0.508800521512386
ENSGALG00000007142	6873	0.47824821766332
ENSGALG00000007143	5110	0.467710371819961
ENSGALG00000007144	4622	0.539593249675465
ENSGALG00000007145	3665	0.416916780354707
ENSGALG00000007147	933	0.593783494105038
ENSGALG00000007149	1206	0.395522388059701
ENSGALG00000007150	5011	0.39912193175015
ENSGALG00000007151	7072	0.440045248868778
ENSGALG00000007152	902	0.58980044345898
ENSGALG00000007153	758	0.474934036939314
ENSGALG00000007155	1537	0.516590761223162
ENSGALG00000007157	1179	0.423240033927057
ENSGALG00000007158	709	0.554301833568406
ENSGALG00000007160	1500	0.515333333333333
ENSGALG00000007161	8132	0.424987702902115
ENSGALG00000007162	1386	0.485569985569986
ENSGALG00000007167	3138	0.432441045251753
ENSGALG00000007168	3178	0.443045940843298
ENSGALG00000007169	2768	0.483381502890173
ENSGALG00000007170	945	0.554497354497354
ENSGALG00000007171	2280	0.406578947368421
ENSGALG00000007172	732	0.479508196721311
ENSGALG00000007174	1444	0.476454293628809
ENSGALG00000007177	5396	0.466085989621942
ENSGALG00000007178	2139	0.49041608228144
ENSGALG00000007179	4162	0.510091302258529
ENSGALG00000007181	3207	0.491425007795447
ENSGALG00000007182	700	0.441428571428571
ENSGALG00000007183	3161	0.444795950648529
ENSGALG00000007184	1624	0.643472906403941
ENSGALG00000007185	1423	0.481377371749824
ENSGALG00000007186	1078	0.578849721706865
ENSGALG00000007190	1020	0.472549019607843
ENSGALG00000007191	718	0.586350974930362
ENSGALG00000007193	2345	0.522814498933902
ENSGALG00000007194	2392	0.636705685618729
ENSGALG00000007195	1811	0.485919381557151
ENSGALG00000007196	1809	0.584853510226645
ENSGALG00000007197	881	0.538024971623156
ENSGALG00000007198	926	0.634989200863931
ENSGALG00000007199	803	0.480697384806974
ENSGALG00000007203	1578	0.548795944233207
ENSGALG00000007205	540	0.587037037037037
ENSGALG00000007206	1021	0.377081292850147
ENSGALG00000007208	7066	0.501556750636853
ENSGALG00000007210	1451	0.559614059269469
ENSGALG00000007211	7049	0.570577386863385
ENSGALG00000007215	4506	0.429871282734132
ENSGALG00000007216	2307	0.402687472908539
ENSGALG00000007217	2070	0.539130434782609
ENSGALG00000007218	3819	0.463210264467138
ENSGALG00000007219	1574	0.521601016518424
ENSGALG00000007220	868	0.548387096774194
ENSGALG00000007222	1040	0.514423076923077
ENSGALG00000007224	2765	0.592043399638336
ENSGALG00000007226	2843	0.440731621526556
ENSGALG00000007227	1729	0.568536726431463
ENSGALG00000007229	600	0.661666666666667
ENSGALG00000007233	1560	0.531410256410256
ENSGALG00000007234	3963	0.471612414837245
ENSGALG00000007236	1420	0.583802816901408
ENSGALG00000007237	1145	0.584279475982533
ENSGALG00000007238	5656	0.566831683168317
ENSGALG00000007240	1263	0.58590657165479
ENSGALG00000007241	1121	0.515611061552186
ENSGALG00000007242	2845	0.415114235500879
ENSGALG00000007244	1622	0.539457459926017
ENSGALG00000007245	818	0.559902200488998
ENSGALG00000007246	2295	0.4880174291939
ENSGALG00000007247	2060	0.564077669902913
ENSGALG00000007248	1531	0.46374918354017
ENSGALG00000007250	1392	0.635057471264368
ENSGALG00000007251	1355	0.54760147601476
ENSGALG00000007252	1879	0.476317189994678
ENSGALG00000007253	1314	0.539573820395738
ENSGALG00000007254	2880	0.416319444444444
ENSGALG00000007255	4456	0.4504039497307
ENSGALG00000007257	1452	0.484159779614325
ENSGALG00000007260	5272	0.393778452200303
ENSGALG00000007262	1539	0.421702404158544
ENSGALG00000007266	2770	0.412996389891697
ENSGALG00000007267	1480	0.673648648648649
ENSGALG00000007268	4412	0.542384406165004
ENSGALG00000007269	5240	0.529007633587786
ENSGALG00000007271	3537	0.601922533220243
ENSGALG00000007272	3739	0.557368280288847
ENSGALG00000007273	3827	0.451006009929449
ENSGALG00000007276	8584	0.47378844361603
ENSGALG00000007277	1965	0.55470737913486
ENSGALG00000007278	4562	0.421525646646208
ENSGALG00000007282	1689	0.505624629958555
ENSGALG00000007283	359	0.49025069637883
ENSGALG00000007284	2603	0.420284287360738
ENSGALG00000007286	1229	0.622457282343369
ENSGALG00000007287	4646	0.577486009470512
ENSGALG00000007288	926	0.504319654427646
ENSGALG00000007289	3776	0.444120762711864
ENSGALG00000007291	943	0.499469777306469
ENSGALG00000007292	708	0.51271186440678
ENSGALG00000007296	1592	0.531407035175879
ENSGALG00000007298	1587	0.601134215500945
ENSGALG00000007299	1403	0.402708481824661
ENSGALG00000007300	2013	0.562841530054645
ENSGALG00000007302	6944	0.443836405529954
ENSGALG00000007303	3565	0.574193548387097
ENSGALG00000007304	4530	0.561810154525386
ENSGALG00000007305	2043	0.515907978463045
ENSGALG00000007307	3590	0.401114206128134
ENSGALG00000007308	3186	0.446641556811048
ENSGALG00000007309	441	0.634920634920635
ENSGALG00000007310	4089	0.50476889214967
ENSGALG00000007311	1493	0.580040187541862
ENSGALG00000007312	867	0.502883506343714
ENSGALG00000007314	6324	0.618595825426945
ENSGALG00000007315	1242	0.487117552334944
ENSGALG00000007319	1815	0.61763085399449
ENSGALG00000007320	611	0.577741407528642
ENSGALG00000007324	2025	0.551111111111111
ENSGALG00000007326	1979	0.411318847902981
ENSGALG00000007330	3378	0.578448786264062
ENSGALG00000007331	8398	0.436770659680876
ENSGALG00000007332	4154	0.549109292248435
ENSGALG00000007333	1858	0.535522066738428
ENSGALG00000007334	1672	0.467105263157895
ENSGALG00000007335	1383	0.639190166305134
ENSGALG00000007337	2922	0.540383299110198
ENSGALG00000007340	1263	0.671417260490895
ENSGALG00000007341	1805	0.620498614958449
ENSGALG00000007343	1403	0.564504632929437
ENSGALG00000007345	3436	0.433934807916182
ENSGALG00000007346	5600	0.464642857142857
ENSGALG00000007349	1567	0.552648372686662
ENSGALG00000007350	1274	0.616954474097331
ENSGALG00000007351	1707	0.452255418863503
ENSGALG00000007352	6323	0.439348410564605
ENSGALG00000007353	1299	0.518090839107005
ENSGALG00000007354	6469	0.477971865821611
ENSGALG00000007355	1480	0.514189189189189
ENSGALG00000007356	3083	0.442750567628933
ENSGALG00000007357	2619	0.530355097365407
ENSGALG00000007358	3565	0.520056100981767
ENSGALG00000007361	680	0.551470588235294
ENSGALG00000007362	2726	0.628760088041086
ENSGALG00000007364	1801	0.37423653525819
ENSGALG00000007365	1411	0.463501063075833
ENSGALG00000007366	4486	0.397681676326349
ENSGALG00000007367	3886	0.499485331960885
ENSGALG00000007370	1608	0.623756218905473
ENSGALG00000007371	2334	0.582690659811482
ENSGALG00000007373	2490	0.492771084337349
ENSGALG00000007374	501	0.650698602794411
ENSGALG00000007376	2244	0.506238859180036
ENSGALG00000007378	629	0.468998410174881
ENSGALG00000007379	2098	0.428979980934223
ENSGALG00000007380	2294	0.526591107236269
ENSGALG00000007381	1464	0.653005464480874
ENSGALG00000007382	1604	0.53927680798005
ENSGALG00000007383	1969	0.609954291518537
ENSGALG00000007386	3257	0.414184832668099
ENSGALG00000007387	6438	0.48695246971109
ENSGALG00000007388	1821	0.606260296540362
ENSGALG00000007389	2974	0.541358439811701
ENSGALG00000007392	9171	0.514665794351761
ENSGALG00000007393	2716	0.440721649484536
ENSGALG00000007394	2531	0.49585144211774
ENSGALG00000007395	4653	0.539222007307114
ENSGALG00000007396	3322	0.507525586995786
ENSGALG00000007403	1257	0.560859188544153
ENSGALG00000007404	1828	0.458971553610503
ENSGALG00000007406	1458	0.647462277091907
ENSGALG00000007408	5439	0.417172274315131
ENSGALG00000007409	803	0.581569115815691
ENSGALG00000007410	9089	0.510507206513368
ENSGALG00000007412	2790	0.440501792114695
ENSGALG00000007415	2124	0.676553672316384
ENSGALG00000007416	2542	0.48780487804878
ENSGALG00000007417	4292	0.412395153774464
ENSGALG00000007418	794	0.517632241813602
ENSGALG00000007419	3438	0.534613147178592
ENSGALG00000007420	654	0.623853211009174
ENSGALG00000007424	1141	0.547765118317266
ENSGALG00000007426	3732	0.372722400857449
ENSGALG00000007430	3109	0.496622708266324
ENSGALG00000007431	4278	0.549789621318373
ENSGALG00000007434	4994	0.521826191429716
ENSGALG00000007435	1752	0.390981735159817
ENSGALG00000007437	4115	0.443499392466586
ENSGALG00000007438	4825	0.454507772020725
ENSGALG00000007439	2573	0.383987563155849
ENSGALG00000007441	1383	0.566883586406363
ENSGALG00000007443	4099	0.494266894364479
ENSGALG00000007447	3079	0.419291977914907
ENSGALG00000007448	891	0.65993265993266
ENSGALG00000007454	932	0.578326180257511
ENSGALG00000007456	2498	0.521216973578863
ENSGALG00000007458	1124	0.516014234875445
ENSGALG00000007462	1049	0.521448999046711
ENSGALG00000007463	1008	0.617063492063492
ENSGALG00000007465	1265	0.604743083003953
ENSGALG00000007466	2530	0.520948616600791
ENSGALG00000007467	950	0.531578947368421
ENSGALG00000007468	555	0.590990990990991
ENSGALG00000007470	357	0.532212885154062
ENSGALG00000007471	3433	0.588989222254588
ENSGALG00000007472	1029	0.671525753158406
ENSGALG00000007473	1790	0.531843575418994
ENSGALG00000007474	1128	0.515070921985816
ENSGALG00000007476	2968	0.472035040431267
ENSGALG00000007477	2060	0.463592233009709
ENSGALG00000007478	1285	0.590661478599222
ENSGALG00000007479	1725	0.628985507246377
ENSGALG00000007480	3121	0.538929830182634
ENSGALG00000007481	1305	0.504980842911877
ENSGALG00000007483	3402	0.514991181657848
ENSGALG00000007484	1789	0.541084404695361
ENSGALG00000007485	3390	0.527138643067847
ENSGALG00000007487	960	0.5
ENSGALG00000007488	2055	0.478832116788321
ENSGALG00000007489	2571	0.636328276935045
ENSGALG00000007490	2536	0.605678233438486
ENSGALG00000007491	3155	0.435182250396197
ENSGALG00000007492	3989	0.414389571321133
ENSGALG00000007493	1796	0.439309576837417
ENSGALG00000007494	3764	0.452178533475027
ENSGALG00000007495	2251	0.45224344735673
ENSGALG00000007498	1092	0.751831501831502
ENSGALG00000007500	5810	0.428743545611015
ENSGALG00000007501	1227	0.642216788916055
ENSGALG00000007503	1991	0.4952285283777
ENSGALG00000007504	432	0.601851851851852
ENSGALG00000007505	2103	0.619115549215407
ENSGALG00000007507	2670	0.444194756554307
ENSGALG00000007508	1782	0.577441077441077
ENSGALG00000007509	4752	0.375
ENSGALG00000007510	564	0.434397163120567
ENSGALG00000007511	3343	0.530361950344002
ENSGALG00000007512	3328	0.483473557692308
ENSGALG00000007513	945	0.465608465608466
ENSGALG00000007514	3747	0.52255137443288
ENSGALG00000007515	978	0.641104294478528
ENSGALG00000007516	5190	0.485741811175337
ENSGALG00000007519	3477	0.417601380500431
ENSGALG00000007520	2547	0.571260306242638
ENSGALG00000007522	4560	0.480043859649123
ENSGALG00000007525	3480	0.545977011494253
ENSGALG00000007526	1997	0.477716574862293
ENSGALG00000007527	5235	0.422731614135626
ENSGALG00000007528	3491	0.485820681753079
ENSGALG00000007530	3304	0.481537530266344
ENSGALG00000007531	2187	0.603109282121628
ENSGALG00000007533	2950	0.474237288135593
ENSGALG00000007534	2201	0.547024079963653
ENSGALG00000007536	1521	0.618671926364234
ENSGALG00000007537	5025	0.458706467661692
ENSGALG00000007538	1982	0.491422805247225
ENSGALG00000007539	1120	0.628571428571429
ENSGALG00000007541	2903	0.399242163279366
ENSGALG00000007543	1491	0.639168343393696
ENSGALG00000007546	3426	0.493578517221249
ENSGALG00000007547	751	0.48202396804261
ENSGALG00000007549	1752	0.376712328767123
ENSGALG00000007550	2415	0.46128364389234
ENSGALG00000007551	1149	0.652741514360313
ENSGALG00000007552	2020	0.462376237623762
ENSGALG00000007554	5024	0.385748407643312
ENSGALG00000007555	1250	0.4912
ENSGALG00000007556	444	0.5
ENSGALG00000007557	5465	0.555169258920403
ENSGALG00000007559	1227	0.497147514262429
ENSGALG00000007561	3888	0.598765432098765
ENSGALG00000007562	585	0.622222222222222
ENSGALG00000007564	5021	0.442342162915754
ENSGALG00000007565	1694	0.54073199527745
ENSGALG00000007566	297	0.481481481481481
ENSGALG00000007569	1919	0.416362688900469
ENSGALG00000007570	4549	0.52033413937129
ENSGALG00000007572	3384	0.58983451536643
ENSGALG00000007573	2392	0.521321070234114
ENSGALG00000007574	2316	0.482297063903282
ENSGALG00000007575	2885	0.432235701906412
ENSGALG00000007579	2185	0.492906178489703
ENSGALG00000007581	2944	0.42085597826087
ENSGALG00000007582	2903	0.549776093696176
ENSGALG00000007585	1211	0.613542526837325
ENSGALG00000007588	5177	0.443306934518061
ENSGALG00000007589	1433	0.577808792742498
ENSGALG00000007590	6882	0.410345829700668
ENSGALG00000007591	2079	0.552188552188552
ENSGALG00000007592	1144	0.590909090909091
ENSGALG00000007593	3576	0.444351230425056
ENSGALG00000007594	1850	0.505405405405405
ENSGALG00000007595	2403	0.509779442363712
ENSGALG00000007596	5295	0.445703493862134
ENSGALG00000007599	3219	0.558558558558559
ENSGALG00000007603	4113	0.600291757840992
ENSGALG00000007604	680	0.457352941176471
ENSGALG00000007606	932	0.606223175965665
ENSGALG00000007607	1213	0.467436108821105
ENSGALG00000007608	1586	0.484237074401009
ENSGALG00000007609	4185	0.528076463560335
ENSGALG00000007610	2371	0.461830451286377
ENSGALG00000007611	811	0.50924784217016
ENSGALG00000007614	839	0.388557806912992
ENSGALG00000007615	2294	0.432432432432432
ENSGALG00000007616	1677	0.542635658914729
ENSGALG00000007617	7092	0.411449520586576
ENSGALG00000007618	1180	0.427118644067797
ENSGALG00000007619	1191	0.615449202350966
ENSGALG00000007620	975	0.491282051282051
ENSGALG00000007623	10927	0.565571520087856
ENSGALG00000007624	845	0.520710059171598
ENSGALG00000007625	650	0.481538461538462
ENSGALG00000007628	758	0.616094986807388
ENSGALG00000007630	765	0.633986928104575
ENSGALG00000007631	3274	0.51832620647526
ENSGALG00000007636	2889	0.44582900657667
ENSGALG00000007638	970	0.492783505154639
ENSGALG00000007641	1236	0.586569579288026
ENSGALG00000007642	4714	0.440814594823929
ENSGALG00000007643	3836	0.498175182481752
ENSGALG00000007644	6588	0.479356405585914
ENSGALG00000007645	2379	0.626733921815889
ENSGALG00000007646	4003	0.497626779915064
ENSGALG00000007647	6103	0.417171882680649
ENSGALG00000007649	1429	0.449965010496851
ENSGALG00000007650	1808	0.627212389380531
ENSGALG00000007651	2247	0.438362260792167
ENSGALG00000007652	3085	0.404213938411669
ENSGALG00000007653	6473	0.433647458674494
ENSGALG00000007656	2325	0.458924731182796
ENSGALG00000007657	1443	0.424116424116424
ENSGALG00000007658	3114	0.502890173410405
ENSGALG00000007659	3028	0.476221928665786
ENSGALG00000007660	2240	0.392410714285714
ENSGALG00000007661	2592	0.55787037037037
ENSGALG00000007663	6474	0.461383997528576
ENSGALG00000007664	2975	0.464873949579832
ENSGALG00000007665	7040	0.567755681818182
ENSGALG00000007666	693	0.546897546897547
ENSGALG00000007667	8082	0.459415986142044
ENSGALG00000007668	4043	0.462033143705169
ENSGALG00000007669	2481	0.507859733978235
ENSGALG00000007672	7429	0.399515412572352
ENSGALG00000007673	1590	0.49685534591195
ENSGALG00000007675	1116	0.555555555555556
ENSGALG00000007676	4043	0.482315112540193
ENSGALG00000007677	2205	0.414965986394558
ENSGALG00000007679	5162	0.438977140643162
ENSGALG00000007680	1177	0.439252336448598
ENSGALG00000007681	1389	0.455003599712023
ENSGALG00000007683	2974	0.492938802958978
ENSGALG00000007684	1392	0.540948275862069
ENSGALG00000007685	4993	0.585219307029842
ENSGALG00000007686	2830	0.512367491166078
ENSGALG00000007687	1231	0.472786352558895
ENSGALG00000007689	995	0.628140703517588
ENSGALG00000007690	2973	0.471913891691894
ENSGALG00000007691	2442	0.466830466830467
ENSGALG00000007692	823	0.49453219927096
ENSGALG00000007694	1033	0.393998063891578
ENSGALG00000007695	1793	0.455660903513664
ENSGALG00000007697	3556	0.447975253093363
ENSGALG00000007698	2064	0.49515503875969
ENSGALG00000007699	532	0.509398496240602
ENSGALG00000007700	2438	0.444216570959803
ENSGALG00000007701	1888	0.539724576271186
ENSGALG00000007702	2739	0.632347572106608
ENSGALG00000007703	3036	0.53129117259552
ENSGALG00000007704	988	0.607287449392713
ENSGALG00000007705	3457	0.516632918715649
ENSGALG00000007706	749	0.579439252336449
ENSGALG00000007707	1048	0.534351145038168
ENSGALG00000007709	967	0.449844881075491
ENSGALG00000007710	753	0.51261620185923
ENSGALG00000007711	1398	0.544349070100143
ENSGALG00000007712	6712	0.413289630512515
ENSGALG00000007713	2114	0.631031220435194
ENSGALG00000007714	1899	0.596629805160611
ENSGALG00000007715	1501	0.554297135243171
ENSGALG00000007716	1248	0.573717948717949
ENSGALG00000007717	1486	0.407806191117093
ENSGALG00000007718	681	0.662261380323054
ENSGALG00000007719	5235	0.467239732569245
ENSGALG00000007720	5563	0.567859068847744
ENSGALG00000007721	10263	0.436909285783884
ENSGALG00000007723	2473	0.515163768701981
ENSGALG00000007724	813	0.584255842558426
ENSGALG00000007726	5342	0.391052040434294
ENSGALG00000007727	1644	0.457420924574209
ENSGALG00000007728	2470	0.587854251012146
ENSGALG00000007731	755	0.539072847682119
ENSGALG00000007732	3849	0.476227591582229
ENSGALG00000007736	2441	0.435067595247849
ENSGALG00000007737	1286	0.582426127527216
ENSGALG00000007740	1579	0.64914502849905
ENSGALG00000007741	1107	0.447154471544715
ENSGALG00000007742	997	0.441323971915747
ENSGALG00000007744	2457	0.497761497761498
ENSGALG00000007747	4812	0.545303408146301
ENSGALG00000007748	3516	0.542377701934016
ENSGALG00000007750	2064	0.46656976744186
ENSGALG00000007752	1068	0.455992509363296
ENSGALG00000007753	3819	0.543597800471328
ENSGALG00000007755	4987	0.502506516944055
ENSGALG00000007757	2053	0.515343399902582
ENSGALG00000007758	5524	0.580195510499638
ENSGALG00000007759	3211	0.469324198069137
ENSGALG00000007762	7423	0.538057389195743
ENSGALG00000007763	3818	0.490309062336302
ENSGALG00000007765	759	0.617918313570487
ENSGALG00000007766	5776	0.529605263157895
ENSGALG00000007767	2625	0.537142857142857
